N_DISC,treatment_value_idx,T,EPOs_1,EPOs_2,true_effect
23,9,0.4192834198474884,-0.34671974182128906,-0.3890826404094696,-0.7506675466154742
23,10,0.43925419449806213,-0.9981187582015991,-1.0184612274169922,-0.7820362653040536
23,11,0.45775431394577026,-1.487361192703247,-1.536901593208313,-0.8107391219235591
23,12,0.47280994057655334,-0.9471301436424255,-0.9788513779640198,-0.8338452611991047
23,13,0.4897792935371399,-1.2312557697296143,-1.1561048030853271,-0.8596167088854099
23,14,0.5054762959480286,-0.7593066096305847,-0.7506177425384521,-0.8831994490133876
23,15,0.5245710611343384,-0.9621265530586243,-1.0035713911056519,-0.9115547231788739
23,16,0.5434460043907166,-0.9646548628807068,-0.9273772835731506,-0.9392252289373157
23,17,0.5660976767539978,-0.8565108180046082,-0.8238649964332581,-0.9719620636948587
23,18,0.5867835879325867,-1.3476219177246094,-1.3418985605239868,-1.0014096863316535
23,19,0.612733006477356,-0.5619289875030518,-0.632051408290863,-1.0377451443413221
23,20,0.6441638469696045,-1.1549525260925293,-1.1971848011016846,-1.080854163067869
23,21,0.6870099902153015,-0.9022945761680603,-0.7658171653747559,-1.1380286171027887
23,22,0.7862265706062317,-0.5064683556556702,,-1.2633770310488455
24,0,0.12947887182235718,,-0.35404276847839355,-0.25057535452051916
24,1,0.21540027856826782,-0.5066538453102112,-0.5400898456573486,-0.40760191713289196
24,2,0.2594594657421112,-1.0662598609924316,-1.0181578397750854,-0.4852593243026315
24,3,0.2931121289730072,-0.9061779975891113,-0.8459497094154358,-0.54326689787047
24,4,0.31843703985214233,-0.85952228307724,-0.8582826852798462,-0.5861730055293872
24,5,0.34122443199157715,-0.8307749032974243,-0.8016684651374817,-0.6242318074891671
24,6,0.36146998405456543,-0.8793574571609497,-0.8709428310394287,-0.657609693422927
24,7,0.38093531131744385,-0.863271951675415,-0.8727525472640991,-0.6893147669306288
24,8,0.39669322967529297,-0.8310945630073547,-0.8499682545661926,-0.7147037001154786
24,9,0.41196346282958984,-0.6235489249229431,-0.5652372241020203,-0.7390699783059063
24,10,0.43017828464508057,-0.5770499110221863,-0.5422961711883545,-0.7678298910000692
24,11,0.4495702087879181,-1.1831259727478027,-1.1749703884124756,-0.79808373126103
