N_DISC,treatment_value_idx,EPOs_1,EPOs_2,true_effect
21,12,-1.1142276525497437,-1.0767213106155396,-1.02
21,13,-0.7407128810882568,-0.7570550441741943,-1.08875
21,14,-1.0418715476989746,-1.1120989322662354,-1.155
21,15,-0.89715975522995,-0.8415944576263428,-1.21875
21,16,-1.091779351234436,-1.0548955202102661,-1.28
21,17,-0.8350901007652283,-0.8929088115692139,-1.33875
21,18,-1.0223591327667236,-1.0557740926742554,-1.395
21,19,-1.0278304815292358,-0.9563382863998413,-1.44875
21,20,-0.4813350737094879,,-1.5
22,0,,-0.3706110417842865,0.0
22,1,-0.5574409365653992,-0.5797006487846375,-0.09410430839002266
22,2,-1.0568029880523682,-1.0589470863342285,-0.18594104308390022
22,3,-0.7527021765708923,-0.7407872080802917,-0.2755102040816326
22,4,-0.9776460528373718,-0.9776551127433777,-0.36281179138321995
22,5,-0.8419102430343628,-0.8367485404014587,-0.4478458049886621
22,6,-0.6582600474357605,-0.6609587669372559,-0.5306122448979591
22,7,-0.922319769859314,-0.9332737326622009,-0.611111111111111
22,8,-0.7898581624031067,-0.7549775242805481,-0.6893424036281179
22,9,-0.5107836723327637,-0.48133260011672974,-0.7653061224489796
22,10,-1.167007565498352,-1.1813493967056274,-0.8390022675736961
22,11,-1.2974735498428345,-1.318000316619873,-0.9104308390022676
22,12,-0.7053544521331787,-0.7094407081604004,-0.9795918367346939
22,13,-1.3316432237625122,-1.3030192852020264,-1.0464852607709751
22,14,-0.7846378087997437,-0.7887310981750488,-1.1111111111111112
22,15,-1.0312697887420654,-0.9987908005714417,-1.1734693877551021
22,16,-0.9339196085929871,-0.8545538187026978,-1.2335600907029478
22,17,-1.1264525651931763,-1.1201703548431396,-1.2913832199546484
22,18,-0.5998069643974304,-0.687207043170929,-1.346938775510204
22,19,-1.2067487239837646,-1.251189947128296,-1.4002267573696145
22,20,-0.9050621390342712,-0.8064024448394775,-1.4512471655328798
22,21,-0.5331177115440369,,-1.5
23,0,,-0.42201417684555054,0.0
23,1,-0.471839040517807,-0.48837968707084656,-0.08987603305785125
23,2,-0.9914504885673523,-1.0008851289749146,-0.17768595041322316
23,3,-0.8633270263671875,-0.7899266481399536,-0.2634297520661157
23,4,-1.0201714038848877,-0.9915879964828491,-0.34710743801652894
23,5,-0.848624587059021,-0.8535180687904358,-0.4287190082644628
23,6,-0.6563165783882141,-0.6680216789245605,-0.5082644628099173
23,7,-0.9539148807525635,-0.9595979452133179,-0.5857438016528925
23,8,-0.6834350228309631,-0.6608136296272278,-0.6611570247933884
23,9,-0.34671974182128906,-0.3890826404094696,-0.734504132231405
23,10,-0.9981187582015991,-1.0184612274169922,-0.8057851239669421
23,11,-1.487361192703247,-1.536901593208313,-0.875
23,12,-0.9471301436424255,-0.9788513779640198,-0.9421487603305785
23,13,-1.2312557697296143,-1.1561048030853271,-1.0072314049586777
23,14,-0.7593066096305847,-0.7506177425384521,-1.0702479338842976
23,15,-0.9621265530586243,-1.0035713911056519,-1.1311983471074378
23,16,-0.9646548628807068,-0.9273772835731506,-1.1900826446280992
23,17,-0.8565108180046082,-0.8238649964332581,-1.2469008264462809
23,18,-1.3476219177246094,-1.3418985605239868,-1.3016528925619835
23,19,-0.5619289875030518,-0.632051408290863,-1.3543388429752066
23,20,-1.1549525260925293,-1.1971848011016846,-1.4049586776859504
23,21,-0.9022945761680603,-0.7658171653747559,-1.453512396694215
23,22,-0.5064683556556702,,-1.5
24,0,,-0.35404276847839355,0.0
24,1,-0.5066538453102112,-0.5400898456573486,-0.08601134215500945
24,2,-1.0662598609924316,-1.0181578397750854,-0.17013232514177692
24,3,-0.9061779975891113,-0.8459497094154358,-0.2523629489603024
24,4,-0.85952228307724,-0.8582826852798462,-0.332703213610586
24,5,-0.8307749032974243,-0.8016684651374817,-0.4111531190926276
24,6,-0.8793574571609497,-0.8709428310394287,-0.4877126654064272
24,7,-0.863271951675415,-0.8727525472640991,-0.5623818525519849
24,8,-0.8310945630073547,-0.8499682545661926,-0.6351606805293005
24,9,-0.6235489249229431,-0.5652372241020203,-0.7060491493383743
24,10,-0.5770499110221863,-0.5422961711883545,-0.775047258979206
24,11,-1.1831259727478027,-1.1749703884124756,-0.8421550094517959
24,12,-1.348231554031372,-1.3698033094406128,-0.9073724007561437
24,13,-0.7347531318664551,-0.7050786018371582,-0.9706994328922495
24,14,-1.2579681873321533,-1.2112220525741577,-1.0321361058601135
24,15,-0.7601314783096313,-0.752777099609375,-1.0916824196597354
24,16,-1.0331742763519287,-1.0968832969665527,-1.1493383742911152
24,17,-0.8622527122497559,-0.7767091989517212,-1.2051039697542532
24,18,-1.2149654626846313,-1.2330524921417236,-1.2589792060491494
24,19,-0.9476969838142395,-0.9021931886672974,-1.3109640831758034
24,20,-0.6091848611831665,-0.6986207365989685,-1.3610586011342154
24,21,-1.2668073177337646,-1.2969225645065308,-1.4092627599243857
24,22,-0.8280808925628662,-0.6627596616744995,-1.455576559546314
24,23,-0.5867851376533508,,-1.5
25,0,,-0.2897190451622009,0.0
25,1,-0.6011630296707153,-0.6085382699966431,-0.08246527777777778
25,2,-1.061194658279419,-1.085650086402893,-0.16319444444444445
25,3,-0.89190673828125,-0.7942525744438171,-0.2421875
25,4,-0.7627698183059692,-0.7574800252914429,-0.3194444444444444
25,5,-0.9327284097671509,-0.9304402470588684,-0.3949652777777778
25,6,-0.7330821752548218,-0.7131339907646179,-0.46875
25,7,-0.6618647575378418,-0.6644600033760071,-0.5407986111111112
25,8,-0.9958490133285522,-0.9988152384757996,-0.611111111111111
25,9,-0.7802109718322754,-0.7175474166870117,-0.6796875
25,10,-0.3285563588142395,-0.3280857801437378,-0.7465277777777778
25,11,-1.0365558862686157,-1.0480715036392212,-0.8116319444444444
25,12,-1.4409763813018799,-1.5261108875274658,-0.875
25,13,-0.8359298706054688,-0.8761647939682007,-0.9366319444444444
25,14,-0.9778426885604858,-0.9465967416763306,-0.9965277777777778
25,15,-1.2847059965133667,-1.2149255275726318,-1.0546875
25,16,-0.6701154112815857,-0.7012291550636292,-1.1111111111111112
25,17,-1.0302846431732178,-1.0538580417633057,-1.1657986111111112
25,18,-0.8401133418083191,-0.7783900499343872,-1.21875
25,19,-1.2324951887130737,-1.2228364944458008,-1.2699652777777777
25,20,-0.9960869550704956,-0.9717279672622681,-1.3194444444444444
25,21,-0.4986146092414856,-0.5530433654785156,-1.3671875
25,22,-1.292048692703247,-1.2683579921722412,-1.4131944444444444
25,23,-0.8354166150093079,-0.6941326260566711,-1.4574652777777777
25,24,-0.5291339159011841,,-1.5
