N_DISC,treatment_value_idx,EPOs_1,EPOs_2,true_effect
19,7,4.509825229644775,4.711998462677002,4.666666666666667
19,8,4.652964115142822,4.576993942260742,4.833333333333333
19,9,5.00882625579834,5.057145595550537,5.0
19,10,5.15498685836792,5.139763832092285,5.166666666666667
19,11,5.219226360321045,5.2165679931640625,5.333333333333334
19,12,5.345068454742432,5.589968681335449,5.5
19,13,5.828321933746338,5.927733898162842,5.666666666666666
19,14,5.906893253326416,6.114786624908447,5.833333333333334
19,15,6.211424350738525,5.85492467880249,6.0
19,16,5.507057189941406,4.913506031036377,6.166666666666666
19,17,6.092348575592041,6.724551200866699,6.333333333333333
19,18,11.618738174438477,,6.5
20,0,,-1.6407312154769897,3.5
20,1,3.5672976970672607,5.235429763793945,3.6578947368421053
20,2,3.721468210220337,3.0472683906555176,3.8157894736842106
20,3,3.5581045150756836,3.4494173526763916,3.973684210526316
20,4,3.528179168701172,3.8517987728118896,4.131578947368421
20,5,4.3542351722717285,4.095019340515137,4.2894736842105265
20,6,4.234882831573486,4.0574951171875,4.447368421052632
20,7,4.648133277893066,4.800179481506348,4.605263157894736
20,8,4.680744647979736,4.455286979675293,4.7631578947368425
20,9,4.805835723876953,4.817564487457275,4.921052631578947
20,10,5.072484016418457,5.134790420532227,5.078947368421053
20,11,4.9817681312561035,4.904131889343262,5.2368421052631575
20,12,5.321041584014893,5.536621570587158,5.394736842105263
20,13,5.566354751586914,5.681059837341309,5.552631578947368
20,14,5.727838039398193,5.941291332244873,5.7105263157894735
20,15,6.15062141418457,6.232633113861084,5.868421052631579
20,16,6.411896228790283,6.002656936645508,6.026315789473684
20,17,5.177692413330078,4.989888668060303,6.184210526315789
20,18,6.360041618347168,7.299476623535156,6.342105263157895
20,19,11.619592666625977,,6.5
21,0,,-1.6407312154769897,3.5
21,1,3.5672976970672607,4.656339168548584,3.65
21,2,3.0577621459960938,2.6725962162017822,3.8
21,3,3.251278877258301,3.4449825286865234,3.95
21,4,3.9659218788146973,4.300956726074219,4.1
21,5,4.153802871704102,4.405181407928467,4.25
21,6,4.510875701904297,4.195847988128662,4.4
21,7,4.48862361907959,4.394705295562744,4.55
21,8,4.386574745178223,4.4330902099609375,4.7
21,9,4.7045769691467285,4.665957450866699,4.85
21,10,4.9892778396606445,5.045688152313232,5.0
21,11,5.0586347579956055,5.065598487854004,5.15
21,12,5.162603855133057,5.24264669418335,5.3
21,13,5.649211406707764,5.673657417297363,5.45
21,14,5.598705291748047,5.56685209274292,5.6
21,15,5.299271583557129,5.865122318267822,5.75
21,16,6.561063766479492,6.198707580566406,5.9
21,17,6.289831161499023,5.171664237976074,6.05
21,18,4.7562031745910645,5.010753631591797,6.2
21,19,6.358489990234375,7.8807220458984375,6.35
21,20,11.622955322265625,,6.5
22,0,,-1.6897751092910767,3.5
22,1,2.502664804458618,3.4217634201049805,3.642857142857143
22,2,3.6953868865966797,4.3711724281311035,3.7857142857142856
22,3,2.954449415206909,2.591702461242676,3.9285714285714284
22,4,4.030635833740234,4.328995227813721,4.071428571428571
22,5,3.9360687732696533,4.2247114181518555,4.214285714285714
22,6,4.390859127044678,3.9763920307159424,4.357142857142857
22,7,4.079634666442871,4.1906657218933105,4.5
22,8,4.6186981201171875,4.83093786239624,4.642857142857142
22,9,4.689482688903809,4.47876501083374,4.785714285714286
22,10,4.889941215515137,4.880418300628662,4.928571428571429
22,11,5.0256452560424805,5.126955509185791,5.071428571428571
