N_DISC,treatment_value_idx,EPOs_1,EPOs_2,true_effect
17,14,3.0864686965942383,3.0435497760772705,2.8103420911228882
17,15,3.3093671798706055,3.2989108562469482,3.01108081191738
17,16,4.123974323272705,,3.211819532711872
18,0,,-0.900788426399231,0.0
18,1,0.13150152564048767,0.1366087943315506,0.1889305607477572
18,2,0.5334664583206177,0.500218391418457,0.3778611214955144
18,3,0.6382908821105957,0.6406950354576111,0.5667916822432716
18,4,0.9019864797592163,0.9327706098556519,0.7557222429910287
18,5,1.173071265220642,1.1224491596221924,0.9446528037387859
18,6,1.0797793865203857,1.0480804443359375,1.1335833644865432
18,7,1.5241047143936157,1.5142109394073486,1.3225139252343003
18,8,1.4251978397369385,1.4687480926513672,1.5114444859820575
18,9,1.7982001304626465,1.8390536308288574,1.7003750467298147
18,10,1.9639949798583984,1.8855654001235962,1.8893056074775718
18,11,2.1130547523498535,2.1513192653656006,2.078236168225329
18,12,2.07765793800354,2.1294074058532715,2.2671667289730864
18,13,2.497953176498413,2.4754748344421387,2.456097289720843
18,14,2.6958844661712646,2.6949424743652344,2.6450278504686007
18,15,3.114271640777588,3.070554256439209,2.833958411216358
18,16,3.3285303115844727,3.301851511001587,3.022888971964115
18,17,4.16493034362793,,3.211819532711872
19,0,,-0.8953884840011597,0.0
19,1,0.044627703726291656,0.03339270129799843,0.17843441848399288
19,2,0.49628615379333496,0.47992298007011414,0.35686883696798577
19,3,0.5927025675773621,0.589635968208313,0.5353032554519787
19,4,0.8077178597450256,0.8277732729911804,0.7137376739359715
19,5,1.2716038227081299,1.2498635053634644,0.8921720924199645
19,6,1.0063611268997192,0.9171790480613708,1.0706065109039573
19,7,1.3378857374191284,1.3145185708999634,1.2490409293879503
19,8,1.4198215007781982,1.4940813779830933,1.427475347871943
19,9,1.7015042304992676,1.7109545469284058,1.605909766355936
19,10,1.9594430923461914,1.8846912384033203,1.784344184839929
19,11,1.895019769668579,1.8970842361450195,1.962778603323922
19,12,2.2162439823150635,2.2426812648773193,2.1412130218079146
19,13,2.123224973678589,2.0673909187316895,2.3196474402919076
19,14,2.489197015762329,2.5026981830596924,2.4980818587759006
19,15,2.7148749828338623,2.7339234352111816,2.6765162772598936
19,16,3.2302138805389404,3.1977434158325195,2.854950695743886
19,17,3.3214168548583984,3.318359851837158,3.033385114227879
19,18,4.199759006500244,,3.211819532711872
20,0,,-0.9544328451156616,0.0
20,1,0.030522983521223068,0.021910250186920166,0.16904313330062484
20,2,0.3812117874622345,0.3730085492134094,0.3380862666012497
20,3,0.5889289379119873,0.588997483253479,0.5071293999018746
20,4,0.7451087832450867,0.756895124912262,0.6761725332024994
20,5,1.228811502456665,1.1723754405975342,0.8452156665031242
20,6,0.9484457969665527,0.8639995455741882,1.0142587998037491
20,7,1.1675631999969482,1.2181036472320557,1.183301933104374
20,8,1.5579323768615723,1.5733058452606201,1.3523450664049987
20,9,1.472579002380371,1.5144542455673218,1.5213881997056236
20,10,1.78607177734375,1.7983120679855347,1.6904313330062484
20,11,1.993912935256958,1.8939476013183594,1.8594744663068734
20,12,2.0388824939727783,2.05989933013916,2.0285175996074982
20,13,2.107182264328003,2.231503486633301,2.1975607329081233
20,14,2.3259494304656982,2.2638988494873047,2.366603866208748
20,15,2.5679855346679688,2.571582317352295,2.535646999509373
20,16,2.762615919113159,2.7380449771881104,2.7046901328099975
20,17,3.264261484146118,3.250523567199707,2.8737332661106225
20,18,3.349222421646118,3.3888611793518066,3.042776399411247
20,19,4.273416042327881,,3.211819532711872
21,0,,-0.9887852072715759,0.0
21,1,-0.016930483281612396,-0.029779652133584023,0.16059097663559363
21,2,0.39796745777130127,0.3960580825805664,0.32118195327118726
21,3,0.5736077427864075,0.5566543936729431,0.4817729299067808
21,4,0.719649612903595,0.7410062551498413,0.6423639065423745
21,5,1.1152983903884888,1.0923212766647339,0.802954883177968
21,6,1.1054551601409912,1.036338210105896,0.9635458598135616
21,7,1.0992811918258667,1.052127718925476,1.124136836449155
21,8,1.3396217823028564,1.350630760192871,1.284727813084749
21,9,1.494319200515747,1.595324158668518,1.4453187897203426
21,10,1.6988354921340942,1.6898479461669922,1.605909766355936
21,11,1.9290317296981812,1.8767386674880981,1.7665007429915298
21,12,1.853234887123108,1.8001619577407837,1.9270917196271231
21,13,2.085584878921509,2.1725072860717773,2.087682696262717
21,14,2.0868642330169678,2.180253744125366,2.24827367289831
21,15,2.439621925354004,2.4360105991363525,2.4088646495339043
21,16,2.735255002975464,2.7266523838043213,2.569455626169498
21,17,2.837984323501587,2.680473804473877,2.7300466028050914
21,18,3.2483770847320557,3.2669260501861572,2.890637579440685
21,19,3.328176498413086,3.407973051071167,3.0512285560762784
21,20,4.305135726928711,,3.211819532711872
22,0,,-1.0158761739730835,0.0
22,1,0.0006183608784340322,-0.01594442129135132,0.1529437872719939
22,2,0.2804146111011505,0.2793062627315521,0.3058875745439878
22,3,0.6054443717002869,0.5855638384819031,0.4588313618159817
22,4,0.727311372756958,0.733984649181366,0.6117751490879756
22,5,0.8193082809448242,0.8696317672729492,0.7647189363599696
22,6,1.315234661102295,1.2504855394363403,0.9176627236319634
22,7,0.9459088444709778,0.8610023856163025,1.0706065109039573
22,8,1.211995005607605,1.2563517093658447,1.2235502981759512
22,9,1.497982144355774,1.5178709030151367,1.376494085447945
22,10,1.5364174842834473,1.5527658462524414,1.5294378727199391
22,11,1.8006051778793335,1.8211159706115723,1.682381659991933
22,12,1.9720442295074463,1.8889968395233154,1.8353254472639269
22,13,1.9496110677719116,1.9620215892791748,1.988269234535921
22,14,2.178601026535034,2.2481672763824463,2.1412130218079146
22,15,2.1337485313415527,2.066948652267456,2.294156809079909
